,t,E,Ek,Ep,T,P
429,4.29,-649.7371134537937,302.37242789820243,-952.1095413519961,0.7905161513678495,-0.4149912832558155
430,4.3,-649.6404307018805,305.7246487462653,-955.3650794481458,0.7992801274412165,-0.43611549790675086
431,4.3100000000000005,-649.690725913256,307.7900997313877,-957.4808256446437,0.8046799992977457,-0.4482346791036413
432,4.32,-649.8147255985091,308.2198154091941,-958.0345410077032,0.8058034389782852,-0.44708578864219345
433,4.33,-649.9324214815639,307.58881529216,-957.5212367737239,0.8041537654696994,-0.4359272139220081
434,4.34,-650.0021102717828,306.91640096349727,-956.9185112352801,0.8023958195124111,-0.42214908233003695
435,4.3500000000000005,-650.0517926315035,306.97225634647043,-957.024048977974,0.802541846657439,-0.4118555106988594
436,4.36,-650.0520548530127,307.6001201582584,-957.6521750112711,0.8041833206751854,-0.4040186734760458
437,4.37,-650.179682585223,308.0276867989995,-958.2073693842225,0.8053011419581687,-0.39366630314177525
438,4.38,-650.3618132150309,307.8717118470456,-958.2335250620765,0.8048933643060017,-0.3776563867868331
439,4.39,-650.4835009769452,307.2205099329017,-957.7040109098468,0.803190875641573,-0.3565493722620559
440,4.4,-650.4630605186693,306.21984409610616,-956.6829046147755,0.8005747558068135,-0.33206533526585313
441,4.41,-650.4024742656078,305.3019767685581,-955.7044510341659,0.798175102662897,-0.30908564707871705
442,4.42,-650.348780789692,305.20786575885194,-955.556646548544,0.7979290608074561,-0.294430145413729
443,4.43,-650.4164715180576,306.24810447396396,-956.6645759920216,0.8006486391476182,-0.29147371560699187
444,4.44,-650.4923543874354,307.708221374279,-958.2005757617144,0.8044659382334092,-0.2943571152321388
445,4.45,-650.5970981689504,308.68866629600444,-959.2857644649549,0.8070291929307306,-0.2956875259600125
446,4.46,-650.7619131635831,309.1219589733693,-959.8838721369525,0.8081619842441028,-0.2940423686050454
447,4.47,-650.9073099127942,309.2471550144578,-960.154464927252,0.8084892941554452,-0.2901515453436711
448,4.48,-651.2270935615899,308.8357775864489,-960.0628711480388,0.8074137976116311,-0.282709978906564
449,4.49,-651.325732734214,307.48311162408254,-958.8088443582965,0.8038774160106733,-0.2670305160970557
450,4.5,-651.3192814261055,305.2585320874124,-956.5778135135179,0.7980615217971566,-0.24415770621239347
451,4.51,-651.1895276346119,302.72296887716027,-953.9124965117721,0.7914325983716608,-0.21859989280694014
452,4.5200000000000005,-650.9078730113653,300.6452919824809,-951.5531649938462,0.7860007633528913,-0.19677479971830453
453,4.53,-650.6313010599636,300.11022022378535,-950.741521283749,0.7846018829380009,-0.18818664979589367
454,4.54,-650.3611592222744,301.72454142665475,-952.0857006489291,0.788822330527202,-0.1978347694030027
455,4.55,-650.2098925584914,304.69467728931096,-954.9045698478025,0.7965873916060418,-0.22010839115029102
456,4.5600000000000005,-650.203262360931,307.7283180388371,-957.9315803997681,0.8045184785329074,-0.24435074217384167
457,4.57,-650.3940738844724,309.8921275214707,-960.2862014059431,0.8101754967881587,-0.26207092756900974
458,4.58,-650.6339214723478,310.35985991009875,-960.9937813824465,0.8113983265623497,-0.26491018136384414
459,4.59,-650.8044344579441,308.40193786738695,-959.206372325331,0.8062795761238875,-0.24605568122642807
460,4.6000000000000005,-650.786384862824,304.12838851075884,-954.9147733735828,0.7951068980673434,-0.20600008745007442
461,4.61,-650.6265858482469,299.0767184124294,-949.7033042606763,0.781899917418116,-0.15769071679360902
462,4.62,-650.2013111677657,295.47588598684126,-945.6771971546069,0.7724859764361863,-0.1193494818834247
463,4.63,-649.642511913124,294.6271748164371,-944.2696867295612,0.7702671237031036,-0.10323547395476446
464,4.64,-649.0895291901411,296.38591830143645,-945.4754474915775,0.7748651458861083,-0.10993609331338428
465,4.65,-648.7352344144161,299.4931714222005,-948.2284058366166,0.7829886834567332,-0.13087061911550646
466,4.66,-648.5276188824533,302.2579754334412,-950.7855943158945,0.7902169292377547,-0.1526541795553003
467,4.67,-648.3178463649552,303.94557582770767,-952.2634221926629,0.7946289564123077,-0.16846228922333628
468,4.68,-648.2787793229636,305.3379330653665,-953.61671238833,0.7982691060532457,-0.1840600103681816
469,4.69,-648.2428670423524,306.9863519200367,-955.2292189623892,0.8025786978301613,-0.20238383189498704
470,4.7,-648.3166294291724,307.82620987877215,-956.1428393079445,0.8047744049118226,-0.21558513068366114
471,4.71,-648.3545308094446,307.4073882716042,-955.7619190810487,0.8036794464617103,-0.21925195663243757
472,4.72,-648.4514500982286,307.40782067816684,-955.8592707763955,0.803680576936384,-0.2256393411942924
